paper_id,model_id,doi,apa_citation,year,affective_model,is_classifier,class_model_output_number,class_model_output_categories,class_logistic_regression,class_support_vector_machine,class_k_nearest_neighbor,class_quadratic_discrimant_classifier,class_linear_discriminant_analysis,class_tree_based_models,class_naive_bayes,class_avg,class_lasso_t,class_ridge_t,class_lasso_var,class_ridge_var,class_tpa,class_hdc_mer,class_hmm,class_gradient_boostingclass,class_regre_fully_connected_neuronal_network_or_multi_layer_perceptron,class_convolutional_neuronal_network,class_recurrent_neuronal_network,class_gated_recurrent_units,class_lstm,class_cellular_neural_networks,class_adaboost_dt,class_quantum_neural_network,class_probabilistic_neural_network,class_backpropagation,class_extreme_learning_machine,class_ann,class_spiking_deep_belief_network,class_radial_basis_function,class_1r_rule,class_jrip,class_other,is_regressor,regre_model_output_number,regre_model_output_dimensions,regre_linear_regression,regre_support_vector_regression,regre_polynomial_regression,regre_ridge_regression,regre_logistic_regression,regre_knn,regre_decision_tree,regre_multilayer_regression,regre_boosted_regression_trees,regre_fully_connected_neuronal_network_or_multi_layer_perceptron,regre_convolutional_neuronal_network,regre_recurrent_neuronal_network,regre_lstm,regre_probabilistic_neural_network,regre_other,model_level_intersubject,model_level_intrasubject,n_model_input,is_physiologically_interpreted,model_interpretation,is_public_code,public_code_location,accuracy,precision,f_measure,recall_sensitivity_true_positive_rate,specificity_true_negative_rate,false_positive_rate,false_negative_rate,roc_auc,r2,r,mean_absolute_error,concordance_correlation_coefficient,spearmans_ranking_correlation,mean_square_error,root_mean_square_error,pearson_correlation_coefficient,unweighted_average_recall,matthews_correlation_coefficient,geometric_mean,metric_other,revisor,comentarios,Full_Judgement,Full_exclusion_category,Full_Evidence
129,2,10.1007/s10916-020-01676-6,"Ganapathy, N., Veeranki, Y. R., Kumar, H., & Swaminathan, R. (2021). Emotion recognition using electrodermal activity signals and multiscale deep convolutional neural network. Journal of Medical Systems, 45(4), 49.",,Dimensional,x,2,HV; LV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.7143,0.4341,0.4392,0.4444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,The study uses EDA signals exclusively and does not combine them with other signals.
129,2,10.1007/s10916-020-01676-6,"Ganapathy, N., Veeranki, Y. R., Kumar, H., & Swaminathan, R. (2021). Emotion recognition using electrodermal activity signals and multiscale deep convolutional neural network. Journal of Medical Systems, 45(4), 49.",,Dimensional,x,2,HA; LA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.6875,0.612,0.6754,0.7534,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,The study uses EDA signals exclusively and does not combine them with other signals.
129,2,10.1007/s10916-020-01676-6,"Ganapathy, N., Veeranki, Y. R., Kumar, H., & Swaminathan, R. (2021). Emotion recognition using electrodermal activity signals and multiscale deep convolutional neural network. Journal of Medical Systems, 45(4), 49.",,Dimensional,x,2,HV; LV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.4063,0.2727,0.2849,0.2983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,The study uses EDA signals exclusively and does not combine them with other signals.
130,1,10.1109/TIM.2024.3420349,"Kumar, P. S., Govarthan, P. K., Gadda, A. A. S., Ganapathy, N., & Ronickom, J. F. A. (2024). Deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods. IEEE Transactions on Instrumentation and Measurement.",,Dimensional,x,4,HVHA; LVHA; LVLA; HVLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AlexNet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.6624,-,0.4095,-,-,-,-,0.55,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,CASE database,yes,include,The study uses EDA data and presents models that predict emotional dimensions using only EDA features.
130,2,10.1109/TIM.2024.3420349,"Kumar, P. S., Govarthan, P. K., Gadda, A. A. S., Ganapathy, N., & Ronickom, J. F. A. (2024). Deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods. IEEE Transactions on Instrumentation and Measurement.",,Dimensional,x,4,HVHA; LVHA; LVLA; HVLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,VGG16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.8104,-,0.6111,-,-,-,-,0.7472,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,CASE database,yes,include,The study uses EDA data and presents models that predict emotional dimensions using only EDA features.
130,3,10.1109/TIM.2024.3420349,"Kumar, P. S., Govarthan, P. K., Gadda, A. A. S., Ganapathy, N., & Ronickom, J. F. A. (2024). Deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods. IEEE Transactions on Instrumentation and Measurement.",,Dimensional,x,4,HVHA; LVHA; LVLA; HVLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,cCNN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.7979,-,0.611,-,-,-,-,0.7306,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,CASE database,yes,include,The study uses EDA data and presents models that predict emotional dimensions using only EDA features.
130,4,10.1109/TIM.2024.3420349,"Kumar, P. S., Govarthan, P. K., Gadda, A. A. S., Ganapathy, N., & Ronickom, J. F. A. (2024). Deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods. IEEE Transactions on Instrumentation and Measurement.",,Dimensional,x,3,HVHA; LVHA; LVLA; HVLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AlexNet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.7082,-,0.6221,-,-,-,-,0.6801,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,WESAD database,yes,include,The study uses EDA data and presents models that predict emotional dimensions using only EDA features.
130,5,10.1109/TIM.2024.3420349,"Kumar, P. S., Govarthan, P. K., Gadda, A. A. S., Ganapathy, N., & Ronickom, J. F. A. (2024). Deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods. IEEE Transactions on Instrumentation and Measurement.",,Dimensional,x,3,HVHA; LVHA; LVLA; HVLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,VGG17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.6744,-,0.5772,-,-,-,-,0.656,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,WESAD database,yes,include,The study uses EDA data and presents models that predict emotional dimensions using only EDA features.
130,6,10.1109/TIM.2024.3420349,"Kumar, P. S., Govarthan, P. K., Gadda, A. A. S., Ganapathy, N., & Ronickom, J. F. A. (2024). Deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods. IEEE Transactions on Instrumentation and Measurement.",,Dimensional,x,3,HVHA; LVHA; LVLA; HVLA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,cCNN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.7638,-,0.7055,-,-,-,-,0.7342,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,WESAD database,yes,include,The study uses EDA data and presents models that predict emotional dimensions using only EDA features.
131,1,10.14236/ewic/HCI2022.19,"Pidgeon, M., Kanwal, N., Murray, N., & Asghar, M. (2022, July). End-to-End Emotion Recognition using Peripheral Physiological Signals. In 35th International BCS Human-Computer Interaction Conference (pp. 1-10). BCS Learning & Development.",,Dimensional,x,2,HA; LA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,1028,-,,-,-,0.625,-,0.699,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The preprocessed python version of DEAP dataset has been used. The labels comprise valence, arousal, dominance and liking each with floating point numbers in the range of 1 to 9."
131,2,10.14236/ewic/HCI2022.19,"Pidgeon, M., Kanwal, N., Murray, N., & Asghar, M. (2022, July). End-to-End Emotion Recognition using Peripheral Physiological Signals. In 35th International BCS Human-Computer Interaction Conference (pp. 1-10). BCS Learning & Development.",,Dimensional,x,2,HV; LV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,1028,-,,-,-,0.6018,-,0.663,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The preprocessed python version of DEAP dataset has been used. The labels comprise valence, arousal, dominance and liking each with floating point numbers in the range of 1 to 9."
132,1,10.1109/AIHCIR61661.2023.00066,"He, Y., Chen, L., Zhao, Q., Hong, Z., & Chen, Y. (2023, December). MEDA-CBLSTM: Data Acquisition, Processing and Emotion Recognition Based on Multi-Layer EDA. In 2023 2nd International Conference on Artificial Intelligence, Human-Computer Interaction and Robotics (AIHCIR) (pp. 380-384). IEEE.",,Categorical,x,3,HV; LV; Calm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,1200,-,,-,-,0.823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, employs machine learning models, and does not involve clinical populations or foreign languages."
132,2,10.1109/AIHCIR61661.2023.00066,"He, Y., Chen, L., Zhao, Q., Hong, Z., & Chen, Y. (2023, December). MEDA-CBLSTM: Data Acquisition, Processing and Emotion Recognition Based on Multi-Layer EDA. In 2023 2nd International Conference on Artificial Intelligence, Human-Computer Interaction and Robotics (AIHCIR) (pp. 380-384). IEEE.",,Categorical,x,3,HV; LV; Calm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,x,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,1200,-,,-,-,0.885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, employs machine learning models, and does not involve clinical populations or foreign languages."
132,3,10.1109/AIHCIR61661.2023.00066,"He, Y., Chen, L., Zhao, Q., Hong, Z., & Chen, Y. (2023, December). MEDA-CBLSTM: Data Acquisition, Processing and Emotion Recognition Based on Multi-Layer EDA. In 2023 2nd International Conference on Artificial Intelligence, Human-Computer Interaction and Robotics (AIHCIR) (pp. 380-384). IEEE.",,Categorical,x,3,HV; LV; Calm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,x,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,1200,-,,-,-,0.9022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, employs machine learning models, and does not involve clinical populations or foreign languages."
132,4,10.1109/AIHCIR61661.2023.00066,"He, Y., Chen, L., Zhao, Q., Hong, Z., & Chen, Y. (2023, December). MEDA-CBLSTM: Data Acquisition, Processing and Emotion Recognition Based on Multi-Layer EDA. In 2023 2nd International Conference on Artificial Intelligence, Human-Computer Interaction and Robotics (AIHCIR) (pp. 380-384). IEEE.",,Categorical,x,3,HV; LV; Calm,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,x,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,1200,-,,-,-,0.9231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, employs machine learning models, and does not involve clinical populations or foreign languages."
133,1,10.3390/electronics12132795,"Dessai, A., & Virani, H. (2023). Emotion classification based on CWT of ECG and GSR signals using various CNN models. Electronics, 12(13), 2795.",,Dimensional,x,2,HA; LA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,-,-,-,-,-,0.9839,0.98,0.98,0.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,The study uses EDA (GSR) data for emotion classification and presents models that use only EDA features as input.
133,2,10.3390/electronics12132795,"Dessai, A., & Virani, H. (2023). Emotion classification based on CWT of ECG and GSR signals using various CNN models. Electronics, 12(13), 2795.",,Dimensional,x,2,HV; LV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,-,-,-,-,-,0.9919,0.97,0.97,0.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,The study uses EDA (GSR) data for emotion classification and presents models that use only EDA features as input.
134,1,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.747,0.63,0.68,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,2,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.662,0.61,0.633,0.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,3,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,-,-,-,x,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.734,0.622,0.66,0.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,4,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.755,0.614,0.66,0.772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,5,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.726,0.611,0.665,0.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,6,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,-,-,-,x,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.746,0.62,0.66,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,7,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,x,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.749,0.61,0.66,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
134,8,10.1109/JBHI.2024.3405491,"Mercado-Diaz, L. R., Veeranki, Y. R., Marmolejo-Ramos, F., & Posada-Quintero, H. F. (2024). EDA-Graph: Graph Signal Processing of Electrodermal Activity for Emotional States Detection. IEEE Journal of Biomedical and Health Informatics.",,Dimensional,x,5,HVHA; HVLA; LVHA; LVLA; Neutral,-,-,-,-,-,x,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,x,"By mapping EDA into graph structures, our results suggest that emotional states are physiologically encoded not only in the magnitude of skin conductance fluctuations but in the complex, non‐linear relationships between phasic bursts and tonic shifts. For example, higher total load and harmonic centralities in amusement and fear reflect more synchronized, hub‐like bursts of sympathetic activity—indicating rapid, coordinated sweat gland responses—whereas lower centralities in relaxation correspond to more diffuse, baseline‐dominated signaling. Likewise, variations in graph diameter and radius capture differences in how quickly and broadly sympathetic arousal propagates through the network of quantized EDA levels, mirroring the speed and extent of autonomic engagement. In sum, the superior performance of these topology‐based features highlights that emotional differentiation arises from the dynamic interplay of rapid phasic responses and slower tonic modulations of the sympathetic nervous system, a nuance that traditional amplitude‐ or frequency‐based metrics alone cannot fully resolve",-,-,0.748,0.642,0.653,0.745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Tomi,,yes,include,"The study uses EDA data exclusively for emotion recognition, with no mention of other physiological or non-physiological signals."
135,1,10.1016/j.bspc.2024.106353,"Gahlan, N., & Sethia, D. (2024). AFLEMP: Attention-based federated learning for emotion recognition using multi-modal physiological data. Biomedical Signal Processing and Control, 94, 106353.",,Dimensional,x,2,LA;HA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,Transformer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.8615,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Jero,,yes,include,The paper uses EDA data and presents models that use only EDA features.
135,2,10.1016/j.bspc.2024.106353,"Gahlan, N., & Sethia, D. (2024). AFLEMP: Attention-based federated learning for emotion recognition using multi-modal physiological data. Biomedical Signal Processing and Control, 94, 106353.",,Dimensional,x,2,LV;HV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,Transformer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.858,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Jero,,yes,include,The paper uses EDA data and presents models that use only EDA features.
135,3,10.1016/j.bspc.2024.106353,"Gahlan, N., & Sethia, D. (2024). AFLEMP: Attention-based federated learning for emotion recognition using multi-modal physiological data. Biomedical Signal Processing and Control, 94, 106353.",,Dimensional,x,2,LD;HD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,Transformer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,x,-,,,,-,-,0.8254,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,{},Jero,,yes,include,The paper uses EDA data and presents models that use only EDA features.
